T,player,seed,map_path,run_path,score,sec,returncode
4032,3,10113,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.json,tournament/runs/T=4032#player=3#seed=10113#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.log,607,14.29,0
4032,4,10113,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.json,tournament/runs/T=4032#player=4#seed=10113#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.log,804,14.91,0
4032,5,10113,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.json,tournament/runs/T=4032#player=5#seed=10113#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.log,708,16.62,0
4032,6,10113,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.json,tournament/runs/T=4032#player=6#seed=10113#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.log,402,16.0,0
4032,7,10113,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.json,tournament/runs/T=4032#player=7#seed=10113#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.log,705,18.29,0
4032,8,10113,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.json,tournament/runs/T=4032#player=8#seed=10113#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.log,904,43.1,0
4032,9,10113,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.json,tournament/runs/T=4032#player=9#seed=10113#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.log,408,15.65,0
4032,10,10113,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.json,tournament/runs/T=4032#player=10#seed=10113#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.log,707,16.1,0
7056,1,10113,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.json,tournament/runs/T=7056#player=1#seed=10113#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.log,1004,27.48,0
7056,2,10113,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.json,tournament/runs/T=7056#player=2#seed=10113#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.log,1104,22.66,0
7056,3,10113,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.json,tournament/runs/T=7056#player=3#seed=10113#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.log,706,22.83,0
7056,4,10113,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.json,tournament/runs/T=7056#player=4#seed=10113#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.log,905,24.1,0
7056,5,10113,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.json,tournament/runs/T=7056#player=5#seed=10113#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.log,1204,26.98,0
7056,6,10113,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.json,tournament/runs/T=7056#player=6#seed=10113#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.log,502,24.21,0
7056,7,10113,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.json,tournament/runs/T=7056#player=7#seed=10113#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.log,705,29.9,0
7056,8,10113,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.json,tournament/runs/T=7056#player=8#seed=10113#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.log,1004,93.63,0
7056,9,10113,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.json,tournament/runs/T=7056#player=9#seed=10113#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.log,0,25.11,0
7056,10,10113,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.json,tournament/runs/T=7056#player=10#seed=10113#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=9_ark=990x990.log,1005,26.29,0
2016,1,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=2016#player=1#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,805,30.42,0
2016,2,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=2016#player=2#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,904,17.35,0
2016,3,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=2016#player=3#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,1005,17.38,0
2016,4,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=2016#player=4#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,707,18.88,0
2016,5,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=2016#player=5#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,907,21.09,0
2016,6,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=2016#player=6#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,606,19.43,0
2016,7,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=2016#player=7#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,706,24.06,0
2016,8,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=2016#player=8#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,906,23.13,0
2016,9,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=2016#player=9#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,705,19.52,0
2016,10,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=2016#player=10#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,1002,20.97,0
4032,1,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=4032#player=1#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,1302,49.78,0
4032,2,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=4032#player=2#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,1302,31.34,0
4032,3,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=4032#player=3#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,1203,32.04,0
4032,4,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=4032#player=4#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,1005,32.96,0
4032,5,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=4032#player=5#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,1402,38.62,0
4032,6,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=4032#player=6#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,805,34.98,0
4032,7,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=4032#player=7#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,806,45.04,0
4032,8,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=4032#player=8#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,1203,41.33,0
4032,9,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=4032#player=9#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,1003,37.16,0
4032,10,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=4032#player=10#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,1103,39.06,0
7056,1,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=7056#player=1#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,1501,80.44,0
7056,2,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=7056#player=2#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,1600,52.17,0
7056,3,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=7056#player=3#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,1402,53.87,0
7056,4,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=7056#player=4#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,1203,54.67,0
7056,5,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=7056#player=5#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,1600,67.74,0
7056,6,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=7056#player=6#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,1004,57.85,0
7056,7,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=7056#player=7#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,905,75.62,0
7056,8,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=7056#player=8#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,1402,71.02,0
7056,9,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=7056#player=9#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,1401,64.31,0
7056,10,10114,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.json,tournament/runs/T=7056#player=10#seed=10114#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=500x500.log,1303,67.52,0
2016,1,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=2016#player=1#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,904,29.98,0
2016,2,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=2016#player=2#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,903,17.19,0
2016,3,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=2016#player=3#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,1003,16.95,0
2016,4,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=2016#player=4#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,904,18.23,0
2016,5,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=2016#player=5#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,410,20.76,0
2016,6,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=2016#player=6#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,606,19.43,0
2016,7,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=2016#player=7#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,1001,24.09,0
2016,8,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=2016#player=8#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,803,22.68,0
2016,9,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=2016#player=9#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,804,19.0,0
2016,10,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=2016#player=10#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,901,20.35,0
4032,1,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=4032#player=1#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,1103,49.5,0
4032,2,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=4032#player=2#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,1103,30.34,0
4032,3,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=4032#player=3#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,1102,31.19,0
4032,4,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=4032#player=4#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,1103,32.46,0
4032,5,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=4032#player=5#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,1005,39.31,0
4032,6,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=4032#player=6#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,1003,34.51,0
4032,7,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=4032#player=7#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,1003,43.61,0
4032,8,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=4032#player=8#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,1401,40.8,0
4032,9,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=4032#player=9#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,905,35.98,0
4032,10,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=4032#player=10#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,1301,38.12,0
7056,1,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=7056#player=1#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,1103,77.06,0
7056,2,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=7056#player=2#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,1401,51.83,0
7056,3,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=7056#player=3#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,1201,53.79,0
7056,4,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=7056#player=4#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,1401,55.69,0
7056,5,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=7056#player=5#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,1105,67.24,0
7056,6,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=7056#player=6#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,1005,58.7,0
7056,7,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=7056#player=7#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,1003,74.88,0
7056,8,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=7056#player=8#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,1301,69.69,0
7056,9,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=7056#player=9#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,1301,62.33,0
7056,10,10115,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.json,tournament/runs/T=7056#player=10#seed=10115#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=100x400.log,1501,66.79,0
2016,1,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=2016#player=1#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,803,29.59,0
2016,2,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=2016#player=2#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,802,17.26,0
2016,3,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=2016#player=3#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,803,17.14,0
2016,4,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=2016#player=4#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,803,18.41,0
2016,5,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=2016#player=5#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,508,20.8,0
2016,6,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=2016#player=6#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,503,18.64,0
2016,7,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=2016#player=7#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,704,25.0,0
2016,8,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=2016#player=8#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,803,24.93,0
2016,9,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=2016#player=9#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,802,19.02,0
2016,10,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=2016#player=10#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,1002,20.09,0
4032,1,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=4032#player=1#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,804,48.62,0
4032,2,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=4032#player=2#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,904,30.33,0
4032,3,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=4032#player=3#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,805,31.21,0
4032,4,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=4032#player=4#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,1003,32.4,0
4032,5,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=4032#player=5#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,1005,40.17,0
4032,6,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=4032#player=6#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,604,33.89,0
4032,7,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=4032#player=7#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,804,44.11,0
4032,8,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=4032#player=8#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,902,58.19,0
4032,9,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=4032#player=9#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,0,35.07,0
4032,10,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=4032#player=10#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,1202,37.22,0
7056,1,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=7056#player=1#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,903,75.2,0
7056,2,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=7056#player=2#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,1202,52.71,0
7056,3,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=7056#player=3#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,906,52.58,0
7056,4,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=7056#player=4#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,1003,54.28,0
7056,5,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=7056#player=5#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,1104,66.89,0
7056,6,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=7056#player=6#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,703,57.54,0
7056,7,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=7056#player=7#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,904,74.01,0
7056,8,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=7056#player=8#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,1102,98.89,0
7056,9,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=7056#player=9#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,0,61.08,0
7056,10,10116,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.json,tournament/runs/T=7056#player=10#seed=10116#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=25_ark=990x990.log,1302,64.4,0
2016,1,10117,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=60_ark=500x500.json,tournament/runs/T=2016#player=1#seed=10117#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=60_ark=500x500.log,1303,102.1,0
2016,2,10117,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=60_ark=500x500.json,tournament/runs/T=2016#player=2#seed=10117#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=60_ark=500x500.log,1303,37.35,0
2016,3,10117,tournament/maps/species=16_animals=4x2_4x6_4x20_4x100_helpers=60_ark=500x500.json,tournament/runs/T=2016#player=3#seed=10117#map_path=species=16_animals=4x2_4x6_4x20_4x100_helpers=60_ark=500x500.log,1105,37.24,0
